zpid,propertyTaxRate,zipcode,longitude,price,livingAreaValue,streetAddress,homeType,livingAreaUnits,bathrooms,annualHomeownersInsurance,state,yearBuilt,monthlyHoaFee,latitude,bedrooms,livingArea,city,resoFacts.hasGarage,resoFacts.waterViewYN,resoFacts.aboveGradeFinishedArea,resoFacts.mainLevelBathrooms,resoFacts.hasPrivatePool,resoFacts.hasFireplace,resoFacts.garageSpaces,resoFacts.mainLevelBedrooms,resoFacts.hasWaterfrontView,resoFacts.lotSize,resoFacts.stories,resoFacts.livingArea,resoFacts.bedrooms,resoFacts.architecturalStyle,resoFacts.structureType,resoFacts.roofType,resoFacts.bathroomsPartial,resoFacts.bathroomsHalf,resoFacts.yearBuilt,resoFacts.bathroomsFull,resoFacts.elevation,resoFacts.attic,resoFacts.frontageLength,resoFacts.hasCooling,resoFacts.belowGradeFinishedArea,resoFacts.hasElectricOnProperty,resoFacts.foundationArea,resoFacts.zoning,resoFacts.hoaFee,resoFacts.basementYN,resoFacts.taxAnnualAmount,resoFacts.parking,resoFacts.hasView,resoFacts.entryLocation,resoFacts.levels,resoFacts.basement,resoFacts.waterView,resoFacts.hasAttachedGarage,resoFacts.bathrooms,resoFacts.homeType,resoFacts.isSeniorCommunity,resoFacts.municipality,resoFacts.bathroomsThreeQuarter,resoFacts.hasSpa,resoFacts.hasHeating,resoFacts.buildingArea,resoFacts.storiesTotal,resoFacts.fireplaces,resoFacts.hasCarport,resoFacts.openParkingSpaces,solarPotential.sunScore,solarPotential.solarFactor,solarPotential.buildFactor,solarPotential.climateFactor,solarPotential.electricityFactor,mortgageRates.arm5Rate,mortgageRates.fifteenYearFixedRate,mortgageRates.thirtyYearFixedRate,PperSQ,geometry,NearestDT,NearestLrgAirport,NearestMedAirport,avgCheap,avgExp,MedianHHInc
80136275,0.93,95467,-122.57159,549900,2596,16348 Conestoga Rd,SINGLE_FAMILY,sqft,3.0,2310,CA,2006,285,38.8241,3,2596,Hidden Valley Lake,True,False,"2,700",1,True,True,2,0,True,0.37 Acres,2,"2,596 sqft",3,Craftsman,House,Composition,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$285 monthly,False,5417,6,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,596",1,1,False,4,82.83,2.8,68.0,7.02,5.02,5.779,5.398,6.365,211.82588597842835,POINT (-122.57159 38.8241),10.144486131732453,53.6988398131146,25.354523824625748,5.507955721624981,5.558596458590607,39889.0
79891528,1.01,89048,-115.98587,469999,2518,3021 Pebble Beach Ave,SINGLE_FAMILY,sqft,4.0,1974,NV,2006,13,36.17612,3,2518,Pahrump,True,False,"2,700",1,True,True,2,0,True,0.46 Acres,1,"2,518 sqft",3,"One Story,Custom",House,Tile,1,1,2006,3,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,2391,0,False,Main,Two,None,,True,4,SingleFamily,True,Franklin,0,False,True,"2,518",1,1,False,0,78.13,3.2,64.8,6.63,3.08,5.675,5.374,6.148,186.6556791104051,POINT (-115.98587 36.17612),1.7875478095002155,47.087458120060305,30.67742314962193,2.337307947984357,2.378651362669441,57292.0
69245609,1.06,93268,-119.320305,475000,2543,10625 Odyssy Way,SINGLE_FAMILY,sqft,3.0,1995,CA,2006,100,35.23752,3,2543,Taft,True,False,"2,700",1,True,True,3,0,True,0.27 Acres,1,"2,543 sqft",3,Traditional,House,Shingle,1,0,2006,0,900,Pull Down Stairs,0,True,0,True,0,R1,$100 monthly,False,6276,3,False,Main,One,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,543",1,1,False,0,85.75,3.12,70.4,7.22,5.02,5.779,5.398,6.365,186.7872591427448,POINT (-119.320305 35.23752),10.027676267041178,71.73972325977368,19.29469799428174,4.301211066286324,4.301211066286324,62222.0
79720038,0.94,59404,-111.28776,469999,2674,4704 12th St NE,SINGLE_FAMILY,sqft,3.0,1974,MT,2006,2,47.549675,5,2674,Great Falls,True,False,"2,700",1,True,False,2,0,True,0.36 Acres,1,"2,674 sqft",5,Ranch,House,Shingle,1,0,2006,3,900,Pull Down Stairs,0,True,"1,337",True,0,Single-Family,$25 annually,False,3546,0,False,Main,Two,"Full,Finished,Sump Pump",,True,3,SingleFamily,True,Franklin,0,False,True,0,1,1,False,0,67.4,3.04,55.2,6.5,2.66,5.75,5.584,6.276,175.76626776364995,POINT (-111.28776 47.549675),2.543837706224493,468.26743723815565,6.085855769037286,3.4622739174021895,2.9646185260199864,69441.0
79821995,1.0,92253,-116.23662,899900,2643,81846 Rancho Santana Dr,SINGLE_FAMILY,sqft,4.0,3780,CA,2006,186,33.67065,3,2643,La Quinta,True,False,"2,700",1,True,True,3,0,True,0.27 Acres,1,"2,643 sqft",3,Traditional,House,"Concrete,Tile",1,1,2006,3,900,Pull Down Stairs,0,True,0,False,0,R1,$186 monthly,False,9195,3,True,Main,One,None,,True,4,SingleFamily,True,Franklin,0,False,True,0,1,1,False,0,82.3,2.8,66.4,7.68,5.42,5.772,5.469,6.099,340.48429814604617,POINT (-116.23662 33.67065),3.3756133670303377,82.82079934126816,5.355122936473687,3.6423703600745085,4.35273935801943,76094.0
71602424,0.68,85339,-112.15344,615000,2543,4315 W Pearce Rd,SINGLE_FAMILY,sqft,3.0,2583,AZ,2006,130,33.354588,4,2543,Laveen,True,False,"2,700",1,True,False,3,0,True,0.26 Acres,1,"2,543 sqft",4,Traditional,House,Tile,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$130 monthly,False,3761,3,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,543",1,0,False,0,95.11,3.84,80.0,7.62,3.65,5.692,5.338,6.234,241.84034604797483,POINT (-112.15344 33.354588),2.0384138810886374,10.182519306573415,18.17985798480662,3.2814144951836663,3.1225202667297145,92083.0
72302907,0.5,80831,-104.59809,560000,2722,10908 Huron Peak Pl,SINGLE_FAMILY,sqft,3.0,2352,CO,2006,7,38.989197,4,2722,Peyton,True,False,"1,613",1,True,True,3,0,True,0.28 Acres,1,"2,722 sqft",4,Ranch,House,Composite Shingle,1,1,2006,1,900,Pull Down Stairs,0,True,"1,109",True,0,R1,"$2,065 annually",False,2691,3,True,Main,Two,"Full,Partially Finished",,True,3,SingleFamily,True,Franklin,1,False,True,"2,722",1,1,False,0,85.8,3.8,72.0,7.23,2.77,5.64,5.329,6.166,205.73108008817047,POINT (-104.59809 38.989197),3.4195165783267547,60.324399582058554,13.813485259427228,1.9741162485666646,5.398559862667175,137157.0
194352340,0.58,83127,-110.974174,589000,2620,797 Country Club Way,SINGLE_FAMILY,sqft,3.0,2474,WY,2007,108,42.960896,5,2620,Thayne,True,False,0,1,True,True,2,0,True,0.32 Acres,1,"2,620 sqft",5,Traditional,House,Shingle,1,0,2007,2,900,Pull Down Stairs,0,True,0,True,0,R1,"$1,295 annually",False,2699,2,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,1,False,True,"2,620",1,1,False,0,81.71,3.04,70.4,6.51,1.76,5.884,5.185,6.381,224.8091603053435,POINT (-110.974174 42.960896),37.09271028797881,158.8255442965817,46.18562928768372,10.056115402320646,3.1572879033869596,85104.0
122417754,0.58,83127,-110.97864,589000,2676,567 Country Club Way,SINGLE_FAMILY,sqft,3.0,2474,WY,2006,125,42.96096,5,2676,Thayne,True,False,0,1,True,True,2,0,True,0.32 Acres,1,"2,676 sqft",5,Traditional,House,Shingle,1,1,2006,1,900,Pull Down Stairs,0,True,0,True,0,R1,"$1,502 annually",False,2701,2,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,1,False,True,"2,676",1,1,False,0,84.11,3.04,72.8,6.51,1.76,5.884,5.185,6.381,220.10463378176382,POINT (-110.97864 42.96096),37.151711186943,158.7546592843537,46.239961157935056,10.027060135054827,3.065065751963799,85104.0
2067158485,0.61,84663,-111.61921,584999,2631,462 W 300th St S,SINGLE_FAMILY,sqft,3.0,2457,UT,2007,13,40.16293,4,2631,Springville,True,False,"2,631",1,True,True,2,0,True,0.25 Acres,2,"2,631 sqft",4,Traditional,House,Asphalt,1,1,2007,2,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,2988,6,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,631",1,1,False,4,78.13,3.2,64.8,6.63,3.08,5.615,5.303,6.051,222.34853667806917,POINT (-111.61921 40.16293),3.222011477186752,46.985832547600744,6.725583994158524,2.3220126902939437,1.0341687469180774,73304.0
69448244,0.9,89441,-119.72626,679000,2733,1203 Saxon Dr,SINGLE_FAMILY,sqft,3.0,2852,NV,2006,43,39.663273,5,2733,Sparks,True,False,"2,700",1,True,True,3,0,True,0.36 Acres,2,"2,733 sqft",5,Traditional,House,"Asphalt,Pitched",1,0,2006,3,900,Pull Down Stairs,0,True,0,True,0,MDS,$130 quarterly,False,3208,3,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,0,1,1,False,0,92.62,3.8,76.8,7.25,4.77,5.581,5.261,6.044,248.44493230881815,POINT (-119.72626 39.663273),5.603980414944613,11.543188510589255,32.40228558781881,1.8699019819672837,4.208268196276223,118205.0
82286978,0.88,85132,-111.48258,449990,2701,2918 N Congressional Ct,SINGLE_FAMILY,sqft,3.0,1890,AZ,2007,107,33.059044,5,2701,Florence,True,False,"2,700",1,True,False,3,0,True,0.30 Acres,2,"2,701 sqft",5,Spanish,House,Tile,1,1,2007,2,900,Pull Down Stairs,0,True,0,True,0,R1,$560 quarterly,False,3086,5,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,701",2,0,False,2,86.7,3.4,72.0,7.65,3.65,5.642,5.722,6.746,166.60125879303962,POINT (-111.48258 33.059044),5.026669898895271,39.88346150957601,19.842145972884175,6.046984248398502,2.1628355800041166,78956.0
68573553,0.92,95961,-121.5518,600000,2596,1172 Colorado Dr,SINGLE_FAMILY,sqft,3.0,2520,CA,2006,13,38.986217,4,2596,Plumas Lake,True,False,"2,700",1,True,True,3,0,True,0.38 Acres,2,"2,596 sqft",4,Traditional,House,Tile,1,0,2006,3,900,Pull Down Stairs,0,True,0,True,0,PLMDR,$150 annually,False,4944,3,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,596",1,1,False,0,89.58,2.44,75.2,6.93,5.02,5.772,5.469,6.099,231.12480739599383,POINT (-121.5518 38.986217),9.59287898850496,20.17169851380447,7.759353199399812,15.259502975688056,4.5920851513765575,103882.0
72551041,0.89,94513,-121.72228,1039990,2742,2721 Cathedral Cir,SINGLE_FAMILY,sqft,3.0,4368,CA,2006,40,37.966164,4,2742,Brentwood,True,False,"2,700",1,True,True,3,0,True,0.30 Acres,1,"2,742 sqft",4,Spanish,House,Shingle,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$40 monthly,False,9701,3,False,Main,One Story,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,742",1,1,False,0,82.14,2.92,67.2,7.0,5.02,5.772,5.469,6.099,379.28154631655724,POINT (-121.72228 37.966164),0.6595029952358497,32.080924788290986,23.296974164269077,3.203182728757339,2.4061839458181113,127697.0
80545764,2.29,77449,-95.72355,350000,2706,20203 Suncoast Dr,SINGLE_FAMILY,sqft,3.0,1470,TX,2006,39,29.812954,4,2706,Katy,True,False,"2,700",1,True,True,2,0,True,0.27 Acres,2,"2,706 sqft",4,Traditional,Free Standing,Composition,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$465 annually,False,3522,2,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,706",1,1,False,0,68.09,3.96,53.6,6.53,4.0,5.67,5.421,6.318,129.34220251293422,POINT (-95.72355 29.812954),1.6186961658557324,25.79627966737199,13.736635424379669,0.8653134320468584,1.8512994455644083,93188.0
70061820,1.02,89044,-115.08364,799000,2665,2164 Marywood Park Ct,SINGLE_FAMILY,sqft,3.0,3356,NV,2006,138,35.94782,3,2665,Henderson,True,False,"2,700",1,True,False,2,0,True,0.25 Acres,1,"2,665 sqft",3,One Story,House,Tile,1,0,2006,3,900,Pull Down Stairs,0,True,0,True,0,R1,$138 monthly,False,3601,0,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,063",1,0,False,0,88.19,3.8,72.8,7.59,4.0,5.581,5.261,6.044,299.812382739212,POINT (-115.08364 35.94782),3.9071278081959573,10.095309449635335,12.481686557362293,4.383510927089056,5.213622470788231,83406.0
79830162,1.0,92880,-117.597885,1050000,2624,14421 Colebrook Dr,SINGLE_FAMILY,sqft,3.0,4410,CA,2007,13,33.962685,5,2624,Corona,True,False,"2,700",3,True,True,3,5,True,0.25 Acres,1,"2,624 sqft",5,Traditional,House,Shingle,1,1,2007,3,900,Pull Down Stairs,0,True,0,True,0,R-1,$150 annually,False,9723,3,True,Main,One,None,,True,3,SingleFamily,True,Franklin,0,False,True,0,1,1,False,0,80.86,2.6,65.6,7.25,5.42,6.524,6.036,6.383,400.1524390243902,POINT (-117.597885 33.962685),3.049289066522912,6.434115187261359,8.812197350762116,2.415918228166901,2.071076973508429,135671.0
79679433,0.8,83714,-116.24335,799900,2651,3808 W Miners Farm Ct,SINGLE_FAMILY,sqft,3.0,3360,ID,2006,167,43.71782,4,2651,Boise,True,False,"2,547",1,True,True,3,1,True,0.34 Acres,1,"2,651 sqft",4,Traditional,House,Architectural Style,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,PC,$502 quarterly,False,4623,3,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,651",1,1,False,0,80.52,3.04,68.8,6.79,1.89,5.688,5.303,5.989,301.7351942663146,POINT (-116.24335 43.71782),3.953922890819957,297.8370114674457,10.640775950951832,3.964540959994833,4.800940452844384,113429.0
2060295006,1.31,75156,-96.05496,1395000,2613,125 Adison Ln,SINGLE_FAMILY,sqft,3.0,5859,TX,2006,46,32.225643,4,2613,Mabank,True,True,"2,700",1,True,True,2,0,True,0.50 Acres,1,"2,613 sqft",4,Traditional,"Lake House,Single Detached",Composition,1,0,2006,3,900,Pull Down Stairs,0,True,0,True,0,R1,$550 annually,False,3522,2,True,Main,One,None,Water/Lake,True,3,SingleFamily,True,Franklin,0,False,True,0,1,1,False,0,78.13,3.2,64.8,6.63,3.08,6.07,6.311,6.246,533.8691159586682,POINT (-96.05496 32.225643),8.623894893127401,73.68554747286817,39.20652404939515,1.358199201662786,3.8252698751457768,61289.0
75297670,1.34,78852,-100.41975,145000,2500,132 Pleasant Dr,SINGLE_FAMILY,sqft,3.0,609,TX,2007,13,28.668095,5,2500,Eagle Pass,False,False,"2,700",1,True,True,2,0,True,0.50 Acres,1,"2,500 sqft",5,Traditional,House,Composition,1,0,2007,3,900,Pull Down Stairs,0,False,0,True,0,R1,$150 annually,False,661,1,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,False,0,1,1,False,0,93.97,3.96,79.2,6.81,4.0,6.455,5.962,6.435,58.0,POINT (-100.41975 28.668095),4.614185027049679,132.15312217983148,52.3235876709404,4.376804297107082,4.215063154979189,46008.0
85945797,1.06,99352,-119.2796,550000,2579,1869 Nova Ln,SINGLE_FAMILY,sqft,3.0,2310,WA,2006,13,46.227913,4,2579,Richland,True,False,"2,700",1,True,False,2,0,True,0.38 Acres,2,"2,579 sqft",4,Traditional,House,Comp Shingle,1,0,2006,3,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,3603,3,True,Main,"2 Story w/Basement,California Split","Daylight/Outside Entrance,Finished,Full,Interior Entry,Windows - Egress,Yes",,True,3,SingleFamily,True,Franklin,0,False,True,"2,579",1,1,False,0,75.03,2.32,64.0,6.57,2.14,5.844,5.302,6.308,213.26095385808452,POINT (-119.2796 46.227913),2.494057519424068,165.95447129644722,8.104343925555517,3.4403898216793016,2.450402912567477,117813.0
21656280,0.77,91711,-117.701195,1600000,2500,4326 Via Padova,SINGLE_FAMILY,sqft,3.0,6720,CA,2007,13,34.148346,4,2500,Claremont,True,False,"2,700",1,True,True,2,1,True,0.33 Acres,1,"2,500 sqft",4,"Craftsman,Spanish",House,Tile,1,1,2007,3,900,Pull Down Stairs,0,True,0,True,0,LCR1YY,$150 annually,False,5587,2,True,Main,Three Or More,Finished,,True,3,SingleFamily,True,Franklin,0,True,True,0,1,1,False,0,67.21,2.56,52.0,7.23,5.42,6.524,6.036,6.383,640.0,POINT (-117.701195 34.148346),3.719043006195551,8.574220696970356,19.98422984525014,4.949655658557376,3.8005978186980527,207270.0
82783466,1.0,92241,-116.48248,949000,2592,19279 Prickly Pear Trl,SINGLE_FAMILY,sqft,4.0,3986,CA,2007,13,33.908447,4,2592,Desert Hot Springs,True,False,"2,700",1,True,False,3,0,True,0.39 Acres,1,"2,592 sqft",4,Traditional,House,Shingle,1,0,2007,2,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,2993,3,True,Main,Two,None,,True,4,SingleFamily,True,Franklin,2,False,True,0,1,1,False,0,59.97,2.8,44.0,7.75,5.42,6.524,6.036,6.383,366.12654320987656,POINT (-116.48248 33.908447),5.1127320188606795,65.02205153162787,5.60759356049171,4.933161055206824,6.285182010991586,25707.0
93256069,0.65,73601,-98.950325,325000,2574,114 Riverview Dr,SINGLE_FAMILY,sqft,3.0,1365,OK,2006,13,35.525757,4,2574,Clinton,True,False,"2,700",1,True,True,3,0,True,0.42 Acres,1,"2,574 sqft",4,Traditional,House,Composition,1,0,2006,3,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,2574,0,False,Main,One,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,574",1,1,False,0,78.13,3.2,64.8,6.63,3.08,5.756,5.442,6.273,126.26262626262626,POINT (-98.950325 35.525757),2.618479841471295,177.9976682743746,37.28323472678408,1.3028635551284025,2.166271335405319,39763.0
82279090,0.88,85122,-111.76738,409000,2721,1810 N Lewis Pl,SINGLE_FAMILY,sqft,3.0,1718,AZ,2007,55,32.901577,5,2721,Casa Grande,True,False,"2,700",1,True,False,2,0,True,0.29 Acres,2,"2,721 sqft",5,Contemporary,House,Tile,1,1,2007,2,900,Pull Down Stairs,0,True,0,True,0,R1,$165 quarterly,False,2020,6,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,721",2,0,True,2,78.13,3.2,64.8,6.63,3.08,5.642,5.722,6.746,150.31238515251746,POINT (-111.76738 32.901577),2.595426171105196,39.29368835999474,28.743261271676488,1.8728812978378961,1.9148679673335387,50323.0
82383853,0.63,84780,-113.50189,709900,2683,465 E 1470 S,SINGLE_FAMILY,sqft,3.0,2982,UT,2006,13,37.110954,4,2683,Washington,True,False,"2,700",1,True,True,4,0,True,0.26 Acres,2,"2,683 sqft",4,Traditional,House,Tile,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,2660,4,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,683",1,1,False,0,89.48,2.92,76.8,7.54,2.22,5.615,5.303,6.051,264.5918747670518,POINT (-113.50189 37.110954),1.7159493102956125,115.91029769856917,5.162926193935096,2.5077515404887554,3.72318329870967,103544.0
70998565,1.0,98312,-122.70382,820000,2683,4532 Dyes Inlet Road NW,SINGLE_FAMILY,sqft,3.0,3444,WA,2006,13,47.602303,4,2683,Bremerton,True,True,"2,700",1,True,True,2,0,True,0.50 Acres,2,"2,683 sqft",4,Traditional,House,Composition,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,6676,2,True,Main,Two,None,"Bay,Jetty,Sound,Strait",True,3,SingleFamily,True,Franklin,0,False,True,"2,683",1,1,False,0,56.57,2.32,46.4,5.76,2.09,5.789,5.414,6.157,305.6280283265002,POINT (-122.70382 47.602303),3.509800392824149,21.203157414684288,8.25642052614703,2.9425621492147958,5.0086627911738075,94300.0
247924703,0.49,88345,-105.65773,575000,2730,287 Crown Dr,SINGLE_FAMILY,sqft,3.0,2415,NM,2006,13,33.316105,4,2730,Ruidoso,True,False,"2,700",1,True,True,2,0,True,0.34 Acres,1,"2,730 sqft",4,Mountain,House,Shingle,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,5565,0,True,Main,Three Or More,None,,False,3,SingleFamily,True,Franklin,0,False,True,"2,730",1,1,False,0,78.13,3.2,64.8,6.63,3.08,5.562,5.356,5.927,210.62271062271063,POINT (-105.65773 33.316105),1.7746725163356083,367.09765649427374,12.35100554839587,1.5484402027038102,2.2000981799089625,22969.0
13519391,0.46,81637,-106.95736,1024999,2559,20 Lara Pl,SINGLE_FAMILY,sqft,3.0,4305,CO,2006,18,39.630833,3,2559,Gypsum,True,False,"2,700",1,True,True,2,0,True,0.31 Acres,2,"2,559 sqft",3,Traditional,House,Asphalt,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,PUD,$520 annually,False,4040,0,False,Main Level,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,559",1,1,False,0,78.13,3.2,64.8,6.63,3.08,5.676,5.332,6.086,400.5466979288785,POINT (-106.95736 39.630833),21.050968292945758,122.69337128242792,2.2510574597463893,2.6062205459887062,0.9748822576243316,76841.0
71628238,0.68,85086,-112.143715,635000,2666,38540 N Vista Hills Ct,SINGLE_FAMILY,sqft,3.0,2667,AZ,2006,87,33.83508,4,2666,Anthem,True,False,"2,700",1,True,False,3,0,True,0.28 Acres,1,"2,666 sqft",4,Santa Barbara/Tuscan,House,Tile,1,1,2006,2,900,Pull Down Stairs,0,True,0,True,0,R1,$260 quarterly,False,3356,6,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,666",1,0,False,3,92.92,3.2,78.4,7.67,3.65,5.692,5.338,6.234,238.18454613653412,POINT (-112.143715 33.83508),2.3597475513152695,28.675183512033552,24.855732002903576,1.8278163654161628,18.717601496197734,78777.0
82277536,0.88,85139,-112.04269,407000,2581,21623 N Gibson Dr,SINGLE_FAMILY,sqft,3.0,1709,AZ,2007,100,33.07632,5,2581,Maricopa,True,False,"2,700",1,True,False,2,0,True,0.27 Acres,2,"2,581 sqft",5,Traditional,House,Tile,1,1,2007,2,900,Pull Down Stairs,0,True,0,True,0,R1,$300 quarterly,False,2196,2,False,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,581",2,0,False,0,71.27,3.2,56.8,7.62,3.65,5.642,5.722,6.746,157.69081751259202,POINT (-112.04269 33.07632),0.6576259504542016,24.83099871595475,27.551921346907815,0.6559968924902515,0.6454499500685826,73409.0
114564880,1.42,57017,-96.807655,379900,2562,614 Pioneer Ave,SINGLE_FAMILY,sqft,3.0,1596,SD,2009,13,43.97576,4,2562,Colman,True,False,"1,281",1,True,False,2,2,True,0.29 Acres,1,"2,562 sqft",4,Ranch,Garden Level,Shingle Composition,1,0,2009,3,900,Pull Down Stairs,0,True,"1,281",True,0,R1,$150 annually,False,2963,2,False,Main,Two,"Full,Sump Pump",,True,3,SingleFamily,True,Franklin,0,False,True,"2,562",1,0,False,0,78.13,3.2,64.8,6.63,3.08,5.7,5.578,6.248,148.28259172521467,POINT (-96.807655 43.97576),22.11045830929473,188.10963738475476,27.150383551341072,12.031398293527474,12.209114738162747,84450.0
64992375,1.89,68522,-96.76621,360000,2732,1741 SW Lacey Ln,SINGLE_FAMILY,sqft,3.0,1512,NE,2009,32,40.79556,4,2732,Lincoln,True,False,"1,452",2,True,False,2,0,True,0.26 Acres,1,"2,732 sqft",4,Traditional,House,Composition,1,1,2009,1,900,Pull Down Stairs,0,True,"1,280",True,0,R1,$95 quarterly,False,4791,3,False,Main,1.0 Story/Ranch,"Egress,Yes",false,True,3,SingleFamily,True,Franklin,2,False,True,"2,904",1,0,False,0,63.9,3.04,52.0,6.56,2.3,5.631,5.846,6.896,131.77159590043925,POINT (-96.76621 40.79556),2.57796452140803,150.0714992776804,3.843279470505371,3.980354481204389,3.2739105078483544,81250.0
84727954,1.07,97370,-123.38263,694900,2623,449 Melvill Cres,SINGLE_FAMILY,sqft,3.0,2919,OR,2008,13,44.54583,4,2623,Philomath,True,False,"2,700",2,True,True,2,0,True,0.50 Acres,2,"2,623 sqft",4,Traditional,House,"Composition,Shingle",1,0,2008,3,900,Pull Down Stairs,0,True,0,True,0,R1,$150 annually,False,8864,2,True,Main,Two,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,623",1,1,False,0,71.78,3.24,60.8,6.02,1.72,5.53,5.356,5.935,264.9256576439192,POINT (-123.38263 44.54583),3.7410232827399765,81.61073257885504,5.6756414823756165,1.0874266199406826,0.7702156071248595,78815.0
89551938,1.98,78660,-97.60505,530000,2620,18924 Carlisle Castle Ct,SINGLE_FAMILY,sqft,3.0,2226,TX,2009,26,30.47403,4,2620,Pflugerville,True,False,"2,700",1,True,True,2,1,True,0.30 Acres,2,"2,620 sqft",4,Traditional,House,Composition,1,0,2009,3,900,Pull Down Stairs,0,True,0,True,0,R1,$26 monthly,False,12964,2,True,Main,Two,None,,False,3,SingleFamily,True,Franklin,0,False,True,0,1,0,False,0,72.98,3.96,58.4,6.62,4.0,5.67,5.421,6.318,202.29007633587787,POINT (-97.60505 30.47403),0.5942869593246184,19.34783934501595,42.91570695440305,2.0636863695644108,1.4004374660823344,76746.0
314106608,0.98,V8K1P1,-123.50292,980000,2555,175 Grantville St,SINGLE_FAMILY,sqft,3.0,4116,BC,2009,13,48.89086,3,2555,Salt Spring Island,False,False,"1,106",1,True,True,1,0,True,0.50 Acres,3,"2,555 sqft",3,Traditional,Single Family House,Shingle,1,1,2009,2,900,Pull Down Stairs,0.00,True,0,True,0,R1,$150 annually,False,3362,1,False,Main,3 Storey,None,,True,3,SingleFamily,True,Franklin,0,False,True,"2,555",1,1,False,0,78.13,3.2,64.8,6.63,3.08,5.692,5.414,6.248,383.56164383561645,POINT (-123.50292 48.89086),35.805353893167116,113.82176238826332,44.528773160321585,2.94343943433347,2.1723716283568377,76746.0
90578586,1.46,78840,-100.92736,389000,2708,222 Running Bear Trl,SINGLE_FAMILY,sqft,4.0,1634,TX,2008,13,29.40029,4,2708,Del Rio,True,False,"2,700",1,True,False,2,0,True,0.36 Acres,1,"2,708 sqft",4,Traditional,House,Composition,1,1,2008,3,900,Access Panel,0,True,0,True,0,R1,$150 annually,False,2023,2,False,Main,Two,None,,True,4,SingleFamily,True,Franklin,0,True,True,"2,708",1,1,False,0,78.13,3.2,64.8,6.63,3.08,5.67,5.421,6.318,143.64844903988183,POINT (-100.92736 29.40029),1.5648958318432087,148.40277937763176,1.7969995094071152,2.322697895406607,1.9232795663418771,111713.0
84762994,1.01,98146,-122.35472,1199000,2610,12235 15th Avenue SW,SINGLE_FAMILY,sqft,3.0,5036,WA,2008,120,47.493294,4,2610,Seattle,True,True,"2,700",1,True,True,2,2,True,0.33 Acres,1,"2,610 sqft",4,Northwest Contemporary,House,Composition,1,0,2008,2,900,Pull Down Stairs,0,True,0,True,0,R1,$120 monthly,False,9279,2,True,Main,One,"Daylight,Finished",Sound,True,3,SingleFamily,True,Franklin,1,False,True,"2,610",1,2,False,0,84.36,2.32,74.4,5.81,1.83,5.789,5.414,6.157,459.3869731800766,POINT (-122.35472 47.493294),1.380047809278776,3.6692817086616594,3.5381718621756435,2.7739683512745015,2.3838223224550754,89750.0
