x1,x2,price_group,price
-0.1539695475521581,0.02289939227408551,0 to 200k ($),179900
-0.12396814187294346,0.013324309327565948,0 to 200k ($),189000
-0.0889690451301391,0.005884322058982688,0 to 200k ($),195000
-0.13324896788284277,0.024681838161771708,0 to 200k ($),148000
-0.04180857760440407,0.02775067592162336,0 to 200k ($),199000
-0.12154552749818642,0.03936604126674968,0 to 200k ($),145000
-0.1415764053806868,0.029050056166321957,0 to 200k ($),170000
-0.09491288685398562,0.01712735228417713,0 to 200k ($),199499
0.01682197343710426,0.030998742743232537,200k to 400k ($),299999
-0.09358735871492578,0.08457775339241595,200k to 400k ($),289000
-0.08726480974514167,0.06224403579938753,200k to 400k ($),259200
-0.06800901196509238,0.016974240994835032,200k to 400k ($),220000
-0.12237857804681113,0.041974627277018256,200k to 400k ($),289000
-0.1353317285426984,0.0041314957511285645,200k to 400k ($),295000
-0.14138146298339996,0.031358828563072726,200k to 400k ($),299900
-0.10118310496090771,0.010177850790322678,200k to 400k ($),250000
-0.09004506024612742,0.0798264751867854,200k to 400k ($),220000
-0.09844821794256534,0.07091853734234092,200k to 400k ($),220700
-0.12492240925045238,0.021182075635584947,200k to 400k ($),237000
-0.04985484311591964,0.03270352067469605,200k to 400k ($),285000
-0.11227890541925382,0.02458839907183641,200k to 400k ($),219900
-0.13352507357984061,-0.039039557301153396,200k to 400k ($),290000
-0.14165258820690993,-0.03141651699633767,200k to 400k ($),296000
-0.12477832786769738,0.04453904528550916,200k to 400k ($),299999
-0.09964684661894019,0.023024697381613102,200k to 400k ($),245000
-0.1492264537449296,0.045851155145735116,200k to 400k ($),268800
-0.09622877443626995,-0.0013157598701792719,200k to 400k ($),210900
-0.07420519498646733,0.07026651262752007,200k to 400k ($),225000
-0.13609028632796158,-0.03958445420963467,200k to 400k ($),281000
0.00940065739798831,0.10368197219364131,200k to 400k ($),299999
-0.06393518141987051,0.06913899823365793,200k to 400k ($),299900
-0.11437190484422319,0.017805565493348108,200k to 400k ($),275000
-0.08506174400782007,0.032542889990898924,200k to 400k ($),264900
-0.13244539281298048,-0.027481652156814074,200k to 400k ($),293000
-0.10898068033448038,0.0035018116754354785,200k to 400k ($),275000
-0.14500084240948488,0.005884745922695678,200k to 400k ($),299000
-0.14252956453230134,0.0032508995367220893,200k to 400k ($),289000
-0.061832837657924564,0.04155075200383563,200k to 400k ($),329000
0.027638724891057277,0.057949319407544976,200k to 400k ($),399000
0.007636956242666788,-0.010040443074751096,200k to 400k ($),325000
-0.061360085891110874,0.07098105693303566,200k to 400k ($),389900
-0.1545021497312907,0.004693074679327042,200k to 400k ($),360000
-0.031523428383686894,0.06739624687764903,200k to 400k ($),344900
-0.08886391577847186,0.046316873254501144,200k to 400k ($),385000
-0.0844081281358596,0.03342180723571465,200k to 400k ($),375000
-0.11728066475829585,0.04636704777636121,200k to 400k ($),379999
-0.017072843687070804,0.07301138695721907,200k to 400k ($),375000
-0.08684262462574768,0.03205892650246391,200k to 400k ($),324820
-0.11399206735982959,0.007041946802098091,200k to 400k ($),330000
0.02328066510576591,-0.021297915151409393,200k to 400k ($),399890
-0.11891422406526617,-0.020295378133667566,200k to 400k ($),336800
0.026813985940441973,-0.01607733484162063,200k to 400k ($),396015
0.10961019298103329,0.027947793265692442,200k to 400k ($),399500
0.011353536842233709,0.03408744471369881,200k to 400k ($),399500
-0.150073410904781,0.04275219439220245,200k to 400k ($),349000
-0.1068638158844264,0.009044740148043363,200k to 400k ($),375000
-0.0060114974949275765,0.09803481003663969,200k to 400k ($),374900
0.009349159169691123,0.07194926268233216,200k to 400k ($),325000
-0.13369196854694262,0.0155536698358555,200k to 400k ($),349900
-0.11958292591525761,-0.021151240217979848,200k to 400k ($),312200
-0.11890191054296283,-0.020349494618702516,200k to 400k ($),335800
-0.039346763319390916,0.09386912862784942,200k to 400k ($),350000
-0.11148165228453258,0.06563832697126974,200k to 400k ($),392000
0.028482306234007465,0.07137886374556748,200k to 400k ($),378780
-0.1254800977939535,0.017156955725753893,200k to 400k ($),395000
-0.12782736753071786,-0.008770676459051245,200k to 400k ($),325000
0.023712961801100427,0.03816937261574971,200k to 400k ($),399900
-0.0740493826770463,0.0305962515291767,200k to 400k ($),350000
-0.04637770854085973,0.0925818392967129,200k to 400k ($),350000
-0.018748030865473282,0.0870422734890025,200k to 400k ($),399999
-0.12194091482232515,0.044821096163383284,200k to 400k ($),350000
0.03502119493015031,0.017804992164623182,200k to 400k ($),334900
-0.03840878781167392,0.06758400200611067,200k to 400k ($),350000
-0.0781606916825522,0.04559342908644179,200k to 400k ($),325000
-0.11223682767466484,-2.014628412108522e-05,200k to 400k ($),320000
-0.005080491831228764,0.0184313098356015,200k to 400k ($),339900
0.025844861931213044,0.09183548976638682,200k to 400k ($),349900
0.0632900824293298,0.04137092699069425,200k to 400k ($),365000
-0.026473839035289305,-0.07182744632387769,200k to 400k ($),330486
-0.05940287629597615,-0.07507002262978131,200k to 400k ($),390843
-0.09487313903397308,0.07581425246824537,200k to 400k ($),325000
-0.12783473167490672,0.05216343747928266,200k to 400k ($),390000
-0.06598943955684071,0.022712756031450922,200k to 400k ($),399000
-0.1041118841708951,-0.006718744324224051,200k to 400k ($),360000
-0.14568364739346853,0.023041639259031594,200k to 400k ($),375000
-0.008694840174322928,-0.05126363992711885,200k to 400k ($),398190
-0.055311212939379586,0.002046479274215767,200k to 400k ($),378000
0.12162939597292188,-0.012715594776996623,200k to 400k ($),377940
0.06793583417928667,-0.05180398217645987,200k to 400k ($),374990
0.1185132441451269,-0.01563373551062228,200k to 400k ($),382350
0.08444845686433607,-0.012616328223233178,200k to 400k ($),394990
-0.06438591514493668,0.017565520091293557,200k to 400k ($),395000
-0.1026757856489604,-0.03430868547077823,200k to 400k ($),385400
0.09466488313133932,-0.03782630618592855,200k to 400k ($),399420
0.025098701827989376,-0.011785126172772532,200k to 400k ($),339990
0.11853385313464945,-0.015632348035313205,200k to 400k ($),392215
0.020892610344904108,0.13141950161740334,200k to 400k ($),350000
-0.08564690358099358,-0.014731717440930938,200k to 400k ($),399900
0.11000839406515144,-0.023634721006207778,200k to 400k ($),361940
0.08444845686433605,-0.012616328223233178,200k to 400k ($),394990
0.14374317196795527,-0.02878540709091263,200k to 400k ($),378100
-0.026499133344447128,-0.07180584560608626,200k to 400k ($),342560
0.11000839406515144,-0.02363472100620777,200k to 400k ($),361940
-0.01872863748408123,-0.07831792426644105,200k to 400k ($),391900
-0.02541366506552656,-0.0710264908309294,200k to 400k ($),339900
-0.0887544470349689,0.0027134911086554438,200k to 400k ($),399900
0.01750934485600753,-0.021547247705772363,200k to 400k ($),324990
-0.026499133344447128,-0.07180584560608629,200k to 400k ($),342585
-0.08379692984293889,-0.08860379300727098,200k to 400k ($),351990
-0.019884492332196378,-0.04287472813582506,200k to 400k ($),364990
0.027232743259436008,-0.024534389114012498,200k to 400k ($),313990
-0.12986580423154453,-0.016865201059742357,200k to 400k ($),339000
-0.05940658252283808,-0.07507092382376933,200k to 400k ($),386274
-0.0808969810837205,0.002705774860374748,200k to 400k ($),399900
-0.0793446953645264,-0.06389122358782302,200k to 400k ($),369900
-0.018731048911724803,-0.07831850942371105,200k to 400k ($),388775
-0.08451009167982543,-0.06065955675413889,200k to 400k ($),393900
-0.09256560209641664,-0.054431793387780696,200k to 400k ($),319900
-0.026464995698918532,-0.07182532892322926,200k to 400k ($),341825
-0.09253484819231404,-0.054427864312211194,200k to 400k ($),334900
-0.09251865670172879,-0.0544248965611348,200k to 400k ($),354900
-0.09256385419271276,-0.05443609523792174,200k to 400k ($),319900
-0.09256540768234099,-0.0544319737132289,200k to 400k ($),319900
-0.07932918813587483,-0.06388680064989102,200k to 400k ($),389900
-0.07933658464331465,-0.06390234044780183,200k to 400k ($),371900
-0.08453051040974183,-0.06066615358432798,200k to 400k ($),366900
-0.07662594609234011,-0.06725534299919872,200k to 400k ($),399900
-0.026465364380268797,-0.07182541735032062,200k to 400k ($),341475
-0.08453256333104356,-0.060665571140932184,200k to 400k ($),364900
-0.038305024709710145,-0.029030170616632024,200k to 400k ($),365900
-0.07682229745565779,-0.06723901651560893,200k to 400k ($),339900
-0.09255115025444235,-0.05442616563663085,200k to 400k ($),339900
-0.0768299400726783,-0.06722567156971605,200k to 400k ($),339900
-0.07932806356951212,-0.06388632436941168,200k to 400k ($),391900
-0.07932929520104219,-0.06388691508001758,200k to 400k ($),389900
-0.09253493281486816,-0.05442724030149129,200k to 400k ($),334900
-0.09256594324733598,-0.054431417865520026,200k to 400k ($),319900
-0.08453274759099912,-0.060665262453025115,200k to 400k ($),364900
-0.09253171002009794,-0.05443449024797294,200k to 400k ($),334900
0.03411799383765501,-0.007634038070656122,200k to 400k ($),329990
-0.09256538292968948,-0.05442972505029788,200k to 400k ($),321900
-0.07933658464331465,-0.0639023404478018,200k to 400k ($),371900
-0.08451319706620741,-0.060660375605844134,200k to 400k ($),389900
-0.09253382115177426,-0.05442621005362836,200k to 400k ($),336900
-0.0766338485062843,-0.06727275002121645,200k to 400k ($),379900
-0.09253383160261683,-0.05442915525502525,200k to 400k ($),334900
-0.07934596768701113,-0.06388949946508311,200k to 400k ($),369900
-0.09253373548178646,-0.05442958386191044,200k to 400k ($),334900
-0.07934132347040054,-0.06389581760115617,200k to 400k ($),371900
0.06705490340401528,-0.04665331282066493,200k to 400k ($),338999
-0.08452997121577731,-0.06067168215534504,200k to 400k ($),364900
-0.08452997121577725,-0.06067168215534502,200k to 400k ($),364900
-0.07663967532379336,-0.06726241551896582,200k to 400k ($),379900
0.03357487842575171,-0.005434405663004324,200k to 400k ($),331990
0.14702867690933105,0.026302081905787686,400k to 600k ($),425000
0.054681970131490336,-0.003954706285343438,400k to 600k ($),475000
0.02214391315292342,0.06331299148722878,400k to 600k ($),477900
-0.05122710186315167,0.060574250252206925,400k to 600k ($),473000
0.023297444773389516,-0.021293642219776112,400k to 600k ($),421515
0.02364313077326895,-0.021423716166982174,400k to 600k ($),419590
0.02371103836108649,-0.02141246889118902,400k to 600k ($),479515
0.023386275164764596,-0.02130935476629891,400k to 600k ($),445390
0.024754319791653382,-0.020680527384241677,400k to 600k ($),489265
0.02251892359770108,-0.01792837145628822,400k to 600k ($),441725
0.023383738694397915,-0.02132912158101229,400k to 600k ($),419690
0.031431993214628806,-0.027935890097950344,400k to 600k ($),460675
0.02339524491816088,-0.021307056771941727,400k to 600k ($),456865
0.0246184613769358,-0.020591376110719976,400k to 600k ($),475500
0.051609448145068924,0.06264234711145847,400k to 600k ($),479000
-0.03816738346597584,0.0734201817633899,400k to 600k ($),419500
0.05538748033461316,0.1015948925328126,400k to 600k ($),479000
-0.05432681222057987,0.08640848052011951,400k to 600k ($),460000
0.01571539543694506,0.06008179695247234,400k to 600k ($),465000
-0.06863461982760206,0.04704607087666784,400k to 600k ($),499000
0.03052065979526382,0.07531368231122888,400k to 600k ($),415000
-0.09743505105551419,0.09553730092915474,400k to 600k ($),449000
0.0963690545856608,0.09096308446696992,400k to 600k ($),440000
-0.07972481867107113,0.089909324282334,400k to 600k ($),489000
-0.060827386788944504,0.07288665870898292,400k to 600k ($),499900
-1.0227332675678658e-05,0.08017890121482181,400k to 600k ($),425000
0.025617993770109527,0.056627041337527224,400k to 600k ($),497864
-0.14902325191417137,0.035206829400664115,400k to 600k ($),475000
0.02473067836603475,0.08914863331696883,400k to 600k ($),494786
-0.032216267978643354,0.06734318182452345,400k to 600k ($),499000
-0.07450824865891974,0.0224470310284,400k to 600k ($),415000
0.0405052278730992,0.07471135189019565,400k to 600k ($),473000
-0.12204489319060505,0.00945171668919643,400k to 600k ($),469000
-0.12578754330096836,-0.0031320466083767763,400k to 600k ($),499000
-0.11570445457844658,0.049226075895368565,400k to 600k ($),450000
-0.11945853343049495,0.04848150056318575,400k to 600k ($),445000
0.009768477936795805,0.05601682199306571,400k to 600k ($),499900
0.00019152746157200467,0.05032543829704647,400k to 600k ($),425000
-0.061847210626600015,-0.0727089981199297,400k to 600k ($),477613
0.09918256671099085,0.10610092091136043,400k to 600k ($),500000
0.09191996073180458,0.017857508952800524,400k to 600k ($),424000
-0.11570948152185812,-0.015546986125245058,400k to 600k ($),439900
0.001687016621541752,-0.018841395196033343,400k to 600k ($),474900
0.03946464194103308,0.058475536869004315,400k to 600k ($),469900
-0.1512312318995888,0.015880863361457092,400k to 600k ($),460000
